show,season,episode,character,line,line_no
Schitt's Creek,1,1,Moira,"Children, keep an eye on these bags.",75
Schitt's Creek,1,1,Moira,"Apparently in hell, there's no bellman!",76
Schitt's Creek,1,1,Alexis,"David, what are we...",77
Schitt's Creek,1,1,David,Shut up!,78
Schitt's Creek,1,1,Alexis,You shut up!,79
Schitt's Creek,1,1,David,You shut up!,80
Schitt's Creek,1,1,Alexis,"Um, you shut up!",81
Schitt's Creek,1,1,David,You shhhut up!,82
Schitt's Creek,1,1,David,The name is Rose.,83
Schitt's Creek,1,1,David,I don't see a reservation under that name.,84
Schitt's Creek,1,1,David,"It's okay, Stevie, I set aside two rooms for them.",85
Schitt's Creek,1,1,David,"Well, there's nothing here.",86
Schitt's Creek,1,1,David,"Well okay, fine, just book 'em in with two rooms, these people own the town; They're big deals.",87
Schitt's Creek,1,1,David,"We'll need three rooms, minimum.",88
Schitt's Creek,1,1,Roland,"Ooh, no can do, honey.",89
Schitt's Creek,1,1,Roland,"Look, we have a one room comp policy here, and I am personally throwing in an extra room out of sheer decency, so...",90
Schitt's Creek,1,1,Roland,What about suites? Do you have a couple of suites?,91
Schitt's Creek,1,1,Roland,This guy!,92
Schitt's Creek,1,1,Roland,Um...,93
Schitt's Creek,1,1,Roland,"No, this is a motel, so we cater more to off road truckers and drunk teenagers.",94
Schitt's Creek,1,1,Moira,"Please, someone just give me a key, to a door, to a room any room! I just want a bathtub, and a long extension cord, please.",95
Schitt's Creek,1,1,Roland,"There you go, ma'am.",96
Schitt's Creek,1,1,Stage directions,(Suitcases and boxes thud),97
Schitt's Creek,1,1,Roland,It smells like a gym bag.,98
Schitt's Creek,1,1,Moira,Does anyone else feel light headed?,99
Schitt's Creek,1,1,Roland,"Oh my God, this takes me back to high school.",100
Schitt's Creek,1,1,Roland,"You know, I did the deed in just about every room in this place.",101
Schitt's Creek,1,1,Roland,"Yep, if a forensic team came in here with one of those blue lights, this place would just light up!",102
Schitt's Creek,1,1,Roland,"Okay, that's good.",103
Schitt's Creek,1,1,Alexis,Ew! Ew! Ew! Ew! Ew!,104
Schitt's Creek,1,1,David,Oh my God. Oh my God!,105
Schitt's Creek,1,1,David,"Oh hey, chief, the other room's right through there.",106
Schitt's Creek,1,1,Stage directions,(Keys jingle),107
Schitt's Creek,1,1,David,Here you go.,108
Schitt's Creek,1,1,Stage directions,(Relaxed grunt),109
Schitt's Creek,1,1,Moira,"And there's the bed,",110
Schitt's Creek,1,1,Moira,"I should probably pull off that cover, and... burn it.",111
Schitt's Creek,1,1,Roland,All right.,112
Schitt's Creek,1,1,Roland,"Good, Roland, thank you very much, appreciate everything, uh...",113
Schitt's Creek,1,1,T.V. announcer,... Have a ball in the land down under!,114
Schitt's Creek,1,1,T.V. announcer,Ever wanna ride a kangaroo?,115
Schitt's Creek,1,1,T.V. announcer,Okay.,116
Schitt's Creek,1,1,Stage directions,(Changing channels),117
Schitt's Creek,1,1,Alexis,Okay.,118
Schitt's Creek,1,1,Alexis,Okay.,119
Schitt's Creek,1,1,David,Oof!,120
Schitt's Creek,1,1,Alexis,"Okay, okay. (Giggles)",121
Schitt's Creek,1,1,Alexis,"Okay, okay, okay.",122
Schitt's Creek,1,1,Alexis,Okay. Okay.,123
Schitt's Creek,1,1,Alexis,Okay. Okay!,124
Schitt's Creek,1,1,Alexis,Okay. Okay. I love you!,125
Schitt's Creek,1,1,Alexis,"Oh, okay, well, it looks like you got all the channels except for Channel 19 for some reason. I don't know why.",126
Schitt's Creek,1,1,Alexis,"Well, the thing is we won't be watching a lot of television, but again, thank you, I don't want to keep you, I know you're a busy man.",127
Schitt's Creek,1,1,Stage directions,(Static hisses),128
Schitt's Creek,1,1,Stage directions,(Gasps),129
Schitt's Creek,1,1,Stage directions,(Muffled retch),130
Schitt's Creek,1,1,Alexis,Whoa!,131
Schitt's Creek,1,1,Stage directions,(Door creaks),132
Schitt's Creek,1,1,Alexis,Hi.,133
Schitt's Creek,1,1,Alexis,Can I help you?,134
Schitt's Creek,1,1,David,"I'm looking for an extra towel,",135
Schitt's Creek,1,1,Stevie,Okay...,136
Schitt's Creek,1,1,Stevie,"And this might be a stupid question, considering the state of the rugs in our room, but do you have a business centre here?",137
Schitt's Creek,1,1,Stevie,"Yes, we do have a business center.",138
Schitt's Creek,1,1,Stevie,"You can find it right outside the doors to your left, right beside the hammam spa.",139
Schitt's Creek,1,1,Stevie,Would you like me to book you a treatment while you're at it?,140
Schitt's Creek,1,1,David,"Thank you, no, just the towel, thanks.",141
Schitt's Creek,1,1,David,I'll get those right out.,142
Schitt's Creek,1,1,Stage directions,"(g*nshots, dramatic music on television)",143
Schitt's Creek,1,1,David,"Well Roland, once again, thank you for giving us the lay of the land here, but we have some serious unpacking to do.",144
Schitt's Creek,1,1,David,"Oh, sure!",145
Schitt's Creek,1,1,Johnny,If you don't mind.,146
Schitt's Creek,1,1,Johnny,"No problem there, Johnny, I don't mind helpin' out.",147
Schitt's Creek,1,1,Johnny,"Listen, one thing before I go here, um...",148
Schitt's Creek,1,1,Johnny,Do you mind if I use your toilet?,149
Schitt's Creek,1,1,Moira,Is it absolutely necessary?,150
Schitt's Creek,1,1,Roland,"Uh, yeah, I would say it's absolutely necessary!",151
Schitt's Creek,1,1,Stage directions,(Laughs) Excuse me.,152
Schitt's Creek,1,1,Roland,Absolutely necessary.,153
Schitt's Creek,1,1,Roland,"Yes, that train has left the station, if you know what I mean! (Chuckles)",154
Schitt's Creek,1,1,David,I need that bed.,155
Schitt's Creek,1,1,Alexis,Why?,156
Schitt's Creek,1,1,David,Because I need it.,157
Schitt's Creek,1,1,Alexis,Why?,158
Schitt's Creek,1,1,Alexis,"Because if someone were to break in here in the middle of the night wanting to m*rder us, they would attack this bed first, so I need this bed.",159
Schitt's Creek,1,1,Alexis,So you're saying that you want me to get m*rder*d first?!,160
Schitt's Creek,1,1,Alexis,In front of you? And then what would you do?,161
Schitt's Creek,1,1,Alexis,Would you just run away and leave me to bleed out...,162
Schitt's Creek,1,1,Alexis,On the floor?!,163
Schitt's Creek,1,1,Alexis,"Uh, sort of, that was the plan, yeah.",164
Schitt's Creek,1,1,Alexis,"Okay. Well, you can have the bed when I leave.",165
Schitt's Creek,1,1,David,"Well, where are you going?",166
Schitt's Creek,1,1,Alexis,"Stavros is flying in to get me, I told you that.",167
Schitt's Creek,1,1,Alexis,What do you mean Stavros is com...,168
Schitt's Creek,1,1,Alexis,What do you mean? When? When is he doing that?,169
Schitt's Creek,1,1,Alexis,"Like, whenever stupid Mary-Kate stops hogging his plane.",170
Schitt's Creek,1,1,Alexis,"Well, where are we going?",171
Schitt's Creek,1,1,Alexis,"Okay, at present, he's just coming for me, but then I figured that we would just come back and grab you guys at some point.",172
Schitt's Creek,1,1,Alexis,"What kind of sociopath abandons her family in some vomit soaked dump, to gallivant around the world with her dumb shipping heir loser boyfriend she's known for three months?!",173
Schitt's Creek,1,1,Alexis,"Um, David, it will be four months next month!",174
Schitt's Creek,1,1,Alexis,Oh my God!,175
Schitt's Creek,1,1,Alexis,"And he just told me that he could potentially see himself considering saying ""I love you"" at some point sometime soon, so...",176
Schitt's Creek,1,1,Alexis,That's the stupidest thing I've ever heard.,177
Schitt's Creek,1,1,Alexis,"I'm telling mom. I'm telling mom and dad, have you told them?",178
Schitt's Creek,1,1,Alexis,"No! No David, I'm waiting for the right opportunity.",179
Schitt's Creek,1,1,Alexis,"Okay, otherwise dad's gonna cry, and mom's gonna do that thing where she pretends that nothing's wrong, and then just doesn't talk to me for five months, and I don't want that.",180
Schitt's Creek,1,1,Alexis,"Well, I need this bed! I need it, so.",181
Schitt's Creek,1,1,Alexis,"You know what, David?!",182
Schitt's Creek,1,1,Alexis,You get m*rder*d first for once!,183
Schitt's Creek,1,1,Alexis,"No, you get m*rder*d first!",184
Schitt's Creek,1,1,Alexis,"David, you get m*rder*d first!",185
Schitt's Creek,1,1,David,"No, you! You do it!",186
Schitt's Creek,1,1,Alexis,"Yes, you get m*rder*d first! David, you get m*rder*d first!",187
Schitt's Creek,1,1,Stage directions,(Door creaks open),188
Schitt's Creek,1,1,Alexis,I actually think this place is kinda cute.,189
Schitt's Creek,1,1,Moira,Did you say cute?,190
Schitt's Creek,1,1,Moira,"No Alexis, Martha Stewart's Hampton home is cute.",191
Schitt's Creek,1,1,David,Where's that weird man?,192
Schitt's Creek,1,1,David,Where?,193
Schitt's Creek,1,1,David,He's in the bathroom.,194
Schitt's Creek,1,1,David,He... he won't leave!,195
Schitt's Creek,1,1,David,"Well, he's been in there for a very long ti...",196
Schitt's Creek,1,1,David,Oh my God! Oh my God!,197
Schitt's Creek,1,1,Stage directions,(Toilet flushes),198
Schitt's Creek,1,1,Roland,Jeez. Um... Boy.,199
Schitt's Creek,1,1,Roland,Remind me to get that window fixed.,200
Schitt's Creek,1,1,Roland,It will not open.,201
Schitt's Creek,1,1,Roland,"Roland, listen, thank you very much, but I appreciate everything you've done, we need a little private time now, as a family.",202
Schitt's Creek,1,1,Roland,"Sure, well actually, those curtains do close there so...",203
Schitt's Creek,1,1,Roland,"Oh, look! You've got Channel 19!",204
Schitt's Creek,1,1,Roland,"Roland, could you get the f*ck out?!",205
Schitt's Creek,1,1,T.V. announcer,This latest model is a revelation in innovation.,206
Schitt's Creek,1,1,T.V. announcer,"I am not lying folks, it's gonna last you a lifetime.",207
Schitt's Creek,1,1,T.V. announcer,You are gonna thank...,208
Schitt's Creek,1,1,Stage directions,(TV clicks off),209
Schitt's Creek,1,1,T.V. announcer,That was an overreaction. That was uncalled for.,210
Schitt's Creek,1,1,T.V. announcer,"It's just... you know, we're a little tired, it's been a long day, there's a pharmacy worth of drugs wearing off on most of us right now, and I just think as a family, we just need a little time to chill.",211
Schitt's Creek,1,1,T.V. announcer,"Johnny, please, you don't have to apologize, and you really don't have to hit me over the head with this sort of thing, I get it, you need your little family time and all that, I'm sure.",212
Schitt's Creek,1,1,T.V. announcer,No problem.,213
Schitt's Creek,1,1,T.V. announcer,"You know what I'll do, I'll um...",214
Schitt's Creek,1,1,T.V. announcer,I'll just get the f*ck out of here.,215
Schitt's Creek,1,1,Stage directions,"(Door slams, shade rattles forcefully)",216
Schitt's Creek,1,1,David,"Ugh, we have to eat in here?!",217
Schitt's Creek,1,1,Alexis,I think it's kinda sweet.,218
Schitt's Creek,1,1,Alexis,"Alexis, what's going on with you?",219
Schitt's Creek,1,1,Alexis,What do you mean?,220
Schitt's Creek,1,1,Moira,Seriously?!,221
Schitt's Creek,1,1,Moira,"The room was ""cute,"" this place is ""sweet.""",222
Schitt's Creek,1,1,David,"I am personally offended by this place, I don't know what you think is nice about it.",223
Schitt's Creek,1,1,Moira,The town is disgusting. It is gruesome.,224
Schitt's Creek,1,1,Alexis,"It is charming, it is quaint, it's like out of a storybook.",225
Schitt's Creek,1,1,Alexis,"Alexis, what the hell is the matter with you?!",226
Schitt's Creek,1,1,Alexis,"Okay... Stavros is flying in to get me, and I am going to go live with him for a little bit.",227
Schitt's Creek,1,1,Alexis,"Well, that is not happening.",228
Schitt's Creek,1,1,Alexis,"And I am appalled that my baby girl has turned into a selfish, duplicitous whore!",229
Schitt's Creek,1,1,Alexis,"Oh, hello!",230
Schitt's Creek,1,1,Twyla,"Hi, I'm Twyla. I'll be your waitress today.",231
Schitt's Creek,1,1,Twyla,"Anyway, I read about you guys, and everything you've gone through, it sounds super crappy.",232
Schitt's Creek,1,1,Twyla,Super crappy?,233
Schitt's Creek,1,1,Twyla,"I had a second cousin in Elmdale who did telemarketing, he made a ton of money.",234
Schitt's Creek,1,1,Twyla,"It turns out his entire business was illegal, and he lost everything.",235
Schitt's Creek,1,1,Twyla,Hm... not quite the same.,236
Schitt's Creek,1,1,Twyla,"Yeah, no, he went to prison, which is terrible, but...",237
Schitt's Creek,1,1,Twyla,"But he is learning Spanish, no mas, le duele!",238
Schitt's Creek,1,1,Twyla,"I think it means, ""stop, it hurts.""",239
Schitt's Creek,1,1,Twyla,"Oh, wonderful anecdote.",240
Schitt's Creek,1,1,Twyla,Could you give us a moment please?,241
Schitt's Creek,1,1,Twyla,"Whenever you're ready, I'm just right over here.",242
Schitt's Creek,1,1,Twyla,I forbid you to abandon our family.,243
Schitt's Creek,1,1,Twyla,"I am a grown woman, mother.",244
Schitt's Creek,1,1,Twyla,This is an act of a spoiled child!,245
Schitt's Creek,1,1,Twyla,I think it's unforgivable!,246
Schitt's Creek,1,1,Alexis,"I think that you're just super jealous,",247
Schitt's Creek,1,1,Alexis,'cause I'm getting out of here!,248
Schitt's Creek,1,1,Alexis,"Also, you have a big thing of dandruff on your eyebrow.",249
Schitt's Creek,1,1,David,Don't do that!,250
Schitt's Creek,1,1,Johnny,"Kids, stop, stop!",251
Schitt's Creek,1,1,Moira,"The world is falling apart around us John, and I'm dying inside.",252
Schitt's Creek,1,1,Johnny,"Well, I'm feeling a little queasy myself.",253
Schitt's Creek,1,1,Johnny,"Oh, brisket!",254
Schitt's Creek,1,1,David,Give me... some spale!,255
Schitt's Creek,1,1,Alexis,David!,256
Schitt's Creek,1,1,Moira,John...,257
Schitt's Creek,1,1,Moira,Oh my God!,258
Schitt's Creek,1,1,Alexis,Umm...,259
Schitt's Creek,1,1,Alexis,"These rooms did have doors, didn't they?",260
Schitt's Creek,1,1,Alexis,"Yeah, it's a hotel, they're hotel rooms!",261
Schitt's Creek,1,1,Alexis,It's a motel! These are motel rooms.,262
Schitt's Creek,1,1,Alexis,What if they took our stuff?!,263
Schitt's Creek,1,1,David,What stuff? There's no stuff to take.,264
Schitt's Creek,1,1,David,I have stuff!,265
Schitt's Creek,1,1,David,Son of a bitch!,266
Schitt's Creek,1,1,Stage directions,(Door slams),267
Schitt's Creek,1,1,David,"Yeah, I've got a problem.",268
Schitt's Creek,1,1,David,If this is about doors...,269
Schitt's Creek,1,1,David,"Yeah, it's about doors, yeah, my doors are gone, my front door, somebody stole my doors!",270
Schitt's Creek,1,1,Stevie,"Yeah, you're gonna have to talk to Roland about that.",271
Schitt's Creek,1,1,Stevie,"He lives just down the street, you make a left out of the motel and then another left.",272
Schitt's Creek,1,1,Stevie,It's a house with a truck in the driveway.,273
Schitt's Creek,1,1,Stevie,There's a bumper sticker of a naked Helen Mirren.,274
Schitt's Creek,1,1,Stage directions,"(Moira screams) Oh my God, no! No! No!",275
Schitt's Creek,1,1,Alexis,What?!,276
Schitt's Creek,1,1,Alexis,Ah! My earrings! They were there.,277
Schitt's Creek,1,1,Alexis,They're not there!,278
Schitt's Creek,1,1,David,Where did they go?,279
Schitt's Creek,1,1,David,I don't know!,280
Schitt's Creek,1,1,David,"I don't know! First you threatened to abandon me, and now my precious diamonds are gone!",281
Schitt's Creek,1,1,David,"Okay, you are super dramatic right now.",282
Schitt's Creek,1,1,David,Shut up and look for them! (Shrieks),283
Schitt's Creek,1,1,Stage directions,"(Whimpers, shrieks)",284
Schitt's Creek,1,1,Stage directions,(Screaming repeatedly),285
Schitt's Creek,1,1,Stage directions,(Screams),286
Schitt's Creek,1,1,Stage directions,(Sobbing hysterically),287
Schitt's Creek,1,1,David,Get open!,288
Schitt's Creek,1,1,Stage directions,(Dog barks),289
Schitt's Creek,1,1,Johnny,"Roland, I see you behind the truck!",290
Schitt's Creek,1,1,Johnny,"Yeah, of course you see me.",291
Schitt's Creek,1,1,Johnny,I'm looking at my gravel.,292
Schitt's Creek,1,1,Johnny,"Gravel these days, what are you gonna do?",293
Schitt's Creek,1,1,Johnny,"Yeah, it's gravel.",294
Schitt's Creek,1,1,Roland,"Yeah, it's gravel!",295
Schitt's Creek,1,1,Roland,"Hey, good news for you.",296
Schitt's Creek,1,1,Roland,I talked to a guy about that bathroom window.,297
Schitt's Creek,1,1,Roland,That's the least of my concerns right now!,298
Schitt's Creek,1,1,Roland,"Oh really? Well, why don't we address your concerns?!",299
Schitt's Creek,1,1,Roland,The doors! I want my doors back!,300
Schitt's Creek,1,1,Roland,Oh!,301
Schitt's Creek,1,1,Johnny,Before it gets dark!,302
Schitt's Creek,1,1,Johnny,My son is afraid of moths.,303
Schitt's Creek,1,1,Johnny,"Oh, hmm. Well, here's the thing about that Johnny, you see, you did a bad thing.",304
Schitt's Creek,1,1,Johnny,You disrespected me in front of your family!,305
Schitt's Creek,1,1,Johnny,And now they think less of me.,306
Schitt's Creek,1,1,Johnny,I doubt that's possible.,307
Schitt's Creek,1,1,Johnny,"And to be honest, you were kinda breathing down our necks a little bit back at the motel.",308
Schitt's Creek,1,1,Johnny,"Johnny, when I was a kid and I did a bad thing, my father took the doors off my room.",309
Schitt's Creek,1,1,Johnny,"And he said to me, ""Roland, privacy is earned.""",310
Schitt's Creek,1,1,Johnny,I am having a tough time following that.,311
Schitt's Creek,1,1,Johnny,What the hell does that have to do with privacy?,312
Schitt's Creek,1,1,Johnny,"Nothing. I just got mad, and I took your doors.",313
Schitt's Creek,1,1,Johnny,"Look, if you took offense to anything I said back at the motel, just know it wasn't personal.",314
Schitt's Creek,1,1,Johnny,"All right, apology accepted.",315
Schitt's Creek,1,1,Johnny,"Well, that was less of an apology, and more of an explanation.",316
Schitt's Creek,1,1,Johnny,"Nevertheless, I accept your apology.",317
Schitt's Creek,1,1,Johnny,Which it wasn't!,318
Schitt's Creek,1,1,Johnny,So thank you again for that apology.,319
Schitt's Creek,1,1,Johnny,"Well, there was no apology, and I can't do this anymore!",320
Schitt's Creek,1,1,Johnny,"You said you're sorry in a very sweet and humble way, and that takes a big man to do that, and that's what Johnny Rose is! A big man! Ooh!",321
Schitt's Creek,1,1,Moira,Oh! (Banging),322
Schitt's Creek,1,1,Moira,Hello! Hello!,323
Schitt's Creek,1,1,Moira,"Hi, hello, come here, please.",324
Schitt's Creek,1,1,Moira,I don't suppose you saw any hobos or crackheads loitering around the hotel today?,325
Schitt's Creek,1,1,Moira,"No crackheads, no...",326
Schitt's Creek,1,1,Moira,"While the rooms were exposed to the world like a Moroccan fair, someone got in here and stole my earrings.",327
Schitt's Creek,1,1,Moira,But it was just... but it was just you here today.,328
Schitt's Creek,1,1,Stevie,It was.,329
Schitt's Creek,1,1,Moira,It was.,330
Schitt's Creek,1,1,Moira,I'm assuming you were the only one here on the premises today?,331
Schitt's Creek,1,1,Moira,I think I know where you're going with this.,332
Schitt's Creek,1,1,Moira,"No, I'm simply confirming that you alone were here when the earrings were stolen.",333
Schitt's Creek,1,1,Moira,Are you asking me if I stole your earrings?,334
Schitt's Creek,1,1,Moira,"No, I would never, please!",335
Schitt's Creek,1,1,Moira,But I also would certainly never press charges if my earrings were suddenly to be returned.,336
Schitt's Creek,1,1,Moira,"If they suddenly reappeared, if you gave them back I would not press charges, I would look the other way.",337
Schitt's Creek,1,1,Moira,"Okay, you know what? I gotta run.",338
Schitt's Creek,1,1,Moira,'Cause I wanna hit the pawn shop before it closes.,339
Schitt's Creek,1,1,Moira,"I owe my crack dealer a ton of money, so.",340
Schitt's Creek,1,1,Moira,"You seem like you have this under control, though.",341
Schitt's Creek,1,1,David,What just happened?!,342
Schitt's Creek,1,1,Moira,"David, I politely asked that concierge girl if she had stolen my earrings, and she turned ice cold, and now she's on her way to a pawn shop!",343
Schitt's Creek,1,1,David,What?! I need a towel!,344
Schitt's Creek,1,1,David,"Hello, hi.",345
Schitt's Creek,1,1,David,"Hi, I am sorry if my mom accused you of taking something.",346
Schitt's Creek,1,1,Stevie,It's fine.,347
Schitt's Creek,1,1,Stevie,"Okay, but does this mean that when you're cleaning our rooms, you're gonna put weird stuff in our beds out of spite, or something?",348
Schitt's Creek,1,1,Stevie,I won't be cleaning your room.,349
Schitt's Creek,1,1,Stevie,"Okay, can I ask you a question?",350
Schitt's Creek,1,1,Stevie,sh**t.,351
Schitt's Creek,1,1,Stevie,I think you're kind of rude!,352
Schitt's Creek,1,1,Stevie,Is that a question?,353
Schitt's Creek,1,1,Stevie,"I have asked you thrice now for a towel, so that I may wash this town off my body.",354
Schitt's Creek,1,1,Stevie,Do you think I wanna be here?,355
Schitt's Creek,1,1,Stevie,Do you think I wanna be here?!,356
Schitt's Creek,1,1,Stevie,"I don't know what you want, you've given me one word answers since I got here!",357
Schitt's Creek,1,1,Stevie,So if I get you a towel you'll stop following me to my car?,358
Schitt's Creek,1,1,Stevie,Yes! Yes!,359
Schitt's Creek,1,1,Stevie,"Fine, but I'm only doing this because you called me rude, and I take that as a compliment.",360
Schitt's Creek,1,1,Stevie,The man is a lunatic!,361
Schitt's Creek,1,1,Stevie,What the hell happened here?,362
Schitt's Creek,1,1,Stevie,We've been robbed.,363
Schitt's Creek,1,1,Stevie,Right now some local is pawning my earrings for crank.,364
Schitt's Creek,1,1,Johnny,Your diamonds?!,365
Schitt's Creek,1,1,Moira,"Yes, my diamonds, the one thing I could hide under my tongue.",366
Schitt's Creek,1,1,Moira,"Moira, I took your earrings out of here, and I put them in my shoe. For safekeeping.",367
Schitt's Creek,1,1,Alexis,No! No! (Anguished sob),368
Schitt's Creek,1,1,Alexis,Stavros just texted me.,369
Schitt's Creek,1,1,Alexis,"And he ended it, he's not coming!",370
Schitt's Creek,1,1,Alexis,"He said he doesn't have time to come and get me, because he already rsvp'd to Diddy's white party, and doesn't have time to do both!",371
Schitt's Creek,1,1,Alexis,But I was supposed to be his date to the white party!,372
Schitt's Creek,1,1,Alexis,"Alexis, he was never my favourite Stavros.",373
Schitt's Creek,1,1,Alexis,I've hated that guy ever since he asked me to do lines with him at my sixtieth.,374
Schitt's Creek,1,1,Alexis,"Just out of sheer curiosity, um, where do you stand now on whether or not you think this motel is cute?",375
Schitt's Creek,1,1,Alexis,"Like, is it still cute, or is it...",376
Schitt's Creek,1,1,Alexis,"You're a dick, David!",377
Schitt's Creek,1,1,David,"Oh, I'm a dick!",378
Schitt's Creek,1,1,David,"Okay, did I dump you for a party?!",379
Schitt's Creek,1,1,Johnny,"David, help me with the doors.",380
Schitt's Creek,1,1,Johnny,"No I can't, I just got out of the shower.",381
Schitt's Creek,1,1,Johnny,I need help with the doors.,382
Schitt's Creek,1,1,David,Oh my God!,383
Schitt's Creek,1,1,Alexis,"David, help him with the doors!",384
Schitt's Creek,1,1,David,You help him with the doors!,385
Schitt's Creek,1,1,Alexis,No!,386
Schitt's Creek,1,1,Alexis,"David, could you help me with the doors?!",387
Schitt's Creek,1,1,Alexis,It's air drying!,388
Schitt's Creek,1,1,Alexis,"Pick up a hammer, and nail this coffin shut!",389
Schitt's Creek,1,1,Alexis,As if I didn't see this coming.,390
